epoch,accuracy,loss,val_accuracy,val_loss
44,0.9836999773979187,0.03487484157085419,0.9861666560173035,0.031505245715379715
45,0.9834833145141602,0.03648057579994202,0.987666666507721,0.031539469957351685
46,0.9839000105857849,0.03302307054400444,0.9854999780654907,0.030625149607658386
47,0.9833499789237976,0.03517081215977669,0.9848333597183228,0.058256909251213074
48,0.9834333062171936,0.03518077731132507,0.9825000166893005,0.0521899089217186
49,0.9834166765213013,0.035808708518743515,0.9866666793823242,0.029799064621329308
50,0.9838500022888184,0.03465757519006729,0.987500011920929,0.02884298376739025
51,0.9840166568756104,0.0330057330429554,0.9869999885559082,0.029062356799840927
52,0.9836500287055969,0.035630371421575546,0.98416668176651,0.03383173048496246
53,0.984000027179718,0.03379953280091286,0.9868333339691162,0.029634825885295868
54,0.9842333197593689,0.03355472534894943,0.9858333468437195,0.03403005376458168
55,0.9837999939918518,0.03379100188612938,0.987666666507721,0.027450598776340485
56,0.9837833046913147,0.03602581471204758,0.9281666874885559,0.10362356156110764
57,0.9843000173568726,0.03279455751180649,0.987666666507721,0.030240032821893692
58,0.9841833114624023,0.03450695425271988,0.9856666922569275,0.0276119876652956
59,0.9846333265304565,0.03153980150818825,0.9884999990463257,0.026306334882974625
60,0.9836166501045227,0.03393597900867462,0.987333357334137,0.02932615950703621
61,0.9839166402816772,0.03354688361287117,0.9878333210945129,0.02668437547981739
62,0.9844666719436646,0.033268578350543976,0.9854999780654907,0.028648821637034416
63,0.9842000007629395,0.03375736251473427,0.9858333468437195,0.03518782556056976
64,0.98458331823349,0.03259434551000595,0.987333357334137,0.02730516344308853
65,0.984250009059906,0.03304535150527954,0.987333357334137,0.029222989454865456
66,0.9836666584014893,0.03621802106499672,0.9851666688919067,0.03454861044883728
67,0.9843666553497314,0.03336726874113083,0.9866666793823242,0.02732444368302822
68,0.9849333167076111,0.03036709874868393,0.9881666898727417,0.02568220905959606
69,0.9844333529472351,0.031347788870334625,0.984333336353302,0.039092306047677994
70,0.9845499992370605,0.03127617761492729,0.9866666793823242,0.02810284122824669
71,0.9840499758720398,0.032988157123327255,0.9858333468437195,0.03266117721796036
72,0.9845666885375977,0.03428880497813225,0.9878333210945129,0.02731376886367798
73,0.9842666387557983,0.03359387069940567,0.9821666479110718,0.038889069110155106
74,0.9842666387557983,0.03216114640235901,0.9883333444595337,0.028672104701399803
75,0.9844333529472351,0.030769014731049538,0.987666666507721,0.02708103135228157
76,0.9844499826431274,0.03183579072356224,0.9878333210945129,0.027096539735794067
77,0.9848166704177856,0.032218825072050095,0.9886666536331177,0.025715775787830353
78,0.9842333197593689,0.031389519572257996,0.9865000247955322,0.031832095235586166
79,0.9837833046913147,0.03508295118808746,0.9890000224113464,0.025845302268862724
80,0.9843833446502686,0.034264206886291504,0.9893333315849304,0.02549131028354168
81,0.9845333099365234,0.03165728226304054,0.9878333210945129,0.025192195549607277
82,0.9848666787147522,0.030476633459329605,0.9871666431427002,0.025439580902457237
83,0.9847333431243896,0.031599171459674835,0.9861666560173035,0.027170196175575256
84,0.9847999811172485,0.03178317844867706,0.9858333468437195,0.04385414347052574
85,0.9845166802406311,0.031497202813625336,0.9884999990463257,0.02949894592165947
86,0.9851333498954773,0.0312843918800354,0.9879999756813049,0.025473155081272125
87,0.9843833446502686,0.03367963433265686,0.9881666898727417,0.026516467332839966
88,0.9846000075340271,0.03056168742477894,0.9883333444595337,0.02613542228937149
89,0.9846000075340271,0.032404590398073196,0.987333357334137,0.026384001597762108
90,0.9847166538238525,0.030573077499866486,0.9763333201408386,0.0668908879160881
91,0.9849500060081482,0.031148049980401993,0.9863333106040955,0.05846501514315605
92,0.9849833250045776,0.03055361658334732,0.9893333315849304,0.026819122955203056
93,0.9845333099365234,0.032505251467227936,0.9860000014305115,0.032861270010471344
94,0.984333336353302,0.03260831534862518,0.9871666431427002,0.03657927364110947
95,0.9847833514213562,0.031444694846868515,0.987500011920929,0.02692081220448017
96,0.9848499894142151,0.031124228611588478,0.987500011920929,0.02902447059750557
97,0.984666645526886,0.03087528981268406,0.9856666922569275,0.026643576100468636
98,0.9850000143051147,0.03075343929231167,0.9878333210945129,0.02810770273208618
99,0.9842000007629395,0.03659385070204735,0.9883333444595337,0.02531696856021881
